Metric,Subject,Correlation,P_Value,Significant,N_Points,Abs_Correlation
Story_Uncertainty_Level,Llama 3.1 70B,0.6513520495595945,0.1611430706418617,False,6,0.6513520495595945
Story_Uncertainty_Level,Qwen 2.5 32B,0.559195447847729,0.24863691037108243,False,6,0.559195447847729
Story_Uncertainty_Level,OLMo 13B,0.7653962516384922,0.07610220979620214,False,6,0.7653962516384922
Story_Uncertainty_Level,Mistral 7B,0.7106422928621221,0.11347816994222484,False,6,0.7106422928621221
Story_Uncertainty_Level,Phi-3 Mini,0.6848855810393919,0.13330067203669643,False,6,0.6848855810393919
Story_Uncertainty_Level,InternLM 1.8B,0.7558935546724403,0.08210903283454743,False,6,0.7558935546724403
Story_Temporal_Complexity,Human,-0.9452739888883298,0.004410453979889297,True,6,0.9452739888883298
Story_Temporal_Complexity,Llama 3.1 70B,0.3264520305201488,0.5277171021774459,False,6,0.3264520305201488
Story_Temporal_Complexity,Qwen 2.5 32B,0.175438547996893,0.7395420618305802,False,6,0.175438547996893
Story_Temporal_Complexity,OLMo 13B,0.5174345604608505,0.29311674214387345,False,6,0.5174345604608505
Story_Temporal_Complexity,Mistral 7B,0.3679637305634533,0.47296505325267435,False,6,0.3679637305634533
Story_Temporal_Complexity,Phi-3 Mini,0.3260272122658343,0.5282865079795125,False,6,0.3260272122658343
Story_Temporal_Complexity,InternLM 1.8B,0.49518672825363086,0.31793225064740266,False,6,0.49518672825363086
Question_Entity_Density,Human,-0.2371305261646235,0.6509712405970696,False,6,0.2371305261646235
Question_Entity_Density,Llama 3.1 70B,0.153842549989188,0.7710567116141887,False,6,0.153842549989188
Question_Entity_Density,Qwen 2.5 32B,0.29367239452230776,0.5721550721688325,False,6,0.29367239452230776
Question_Entity_Density,OLMo 13B,0.34929382862122665,0.4973672597071929,False,6,0.34929382862122665
Question_Entity_Density,Mistral 7B,0.6080549958192156,0.20032585999141211,False,6,0.6080549958192156
Question_Entity_Density,Phi-3 Mini,0.45557852758555256,0.3639102791573537,False,6,0.45557852758555256
Question_Entity_Density,InternLM 1.8B,0.44283236814258664,0.37917127357992847,False,6,0.44283236814258664
Question_Causal_Depth,Human,-0.5611608717985833,0.2466138991819872,False,6,0.5611608717985833
Question_Causal_Depth,Llama 3.1 70B,0.5102479791396541,0.3010503274021245,False,6,0.5102479791396541
Question_Causal_Depth,Qwen 2.5 32B,0.36387169655736734,0.47828123661161853,False,6,0.36387169655736734
Question_Causal_Depth,OLMo 13B,0.5834396023707762,0.2241425329989522,False,6,0.5834396023707762
Question_Causal_Depth,Mistral 7B,0.441908569127355,0.380285802399498,False,6,0.441908569127355
Question_Causal_Depth,Phi-3 Mini,0.4603900241985325,0.3582068623745047,False,6,0.4603900241985325
Question_Causal_Depth,InternLM 1.8B,0.7408121660061007,0.0920615965872378,False,6,0.7408121660061007
Question_Uncertainty_Level,Human,-0.021734759534251677,0.9674029944463469,False,6,0.021734759534251677
Question_Uncertainty_Level,Llama 3.1 70B,-0.06751564111290907,0.8988804186901397,False,6,0.06751564111290907
Question_Uncertainty_Level,Qwen 2.5 32B,-0.00817128002719928,0.9877433527566382,False,6,0.00817128002719928
Question_Uncertainty_Level,OLMo 13B,0.15412647032518062,0.7706409292633742,False,6,0.15412647032518062
Question_Uncertainty_Level,Mistral 7B,0.05295645082518166,0.9206395789185123,False,6,0.05295645082518166
Question_Uncertainty_Level,Phi-3 Mini,0.028783549076844852,0.9568365998648413,False,6,0.028783549076844852
Question_Uncertainty_Level,InternLM 1.8B,-0.06787177768837113,0.898348661793414,False,6,0.06787177768837113
Story_Mental_State_Depth,Human,-0.06529568579169973,0.9021956662585147,False,6,0.06529568579169973
Story_Mental_State_Depth,Llama 3.1 70B,0.17015364080922457,0.7472327051364585,False,6,0.17015364080922457
Story_Mental_State_Depth,Qwen 2.5 32B,0.35539799388389315,0.4893477668220453,False,6,0.35539799388389315
Story_Mental_State_Depth,OLMo 13B,0.34664801183185584,0.5008554344031008,False,6,0.34664801183185584
Story_Mental_State_Depth,Mistral 7B,0.6268703147003272,0.18286401068774555,False,6,0.6268703147003272
Story_Mental_State_Depth,Phi-3 Mini,0.4869874425872888,0.3272650203907343,False,6,0.4869874425872888
Story_Mental_State_Depth,InternLM 1.8B,0.40564606291285443,0.4249051775383243,False,6,0.40564606291285443
Story_Entity_Switches,Human,-0.6003872003917476,0.20762842258467665,False,6,0.6003872003917476
Story_Entity_Switches,Llama 3.1 70B,0.046313354252967474,0.9305796379975033,False,6,0.046313354252967474
Story_Entity_Switches,Qwen 2.5 32B,-0.04795968978589826,0.9281156221260137,False,6,0.04795968978589826
Story_Entity_Switches,OLMo 13B,0.26233342924556435,0.6155265957176861,False,6,0.26233342924556435
Story_Entity_Switches,Mistral 7B,0.3079001726036147,0.5527445966589498,False,6,0.3079001726036147
Story_Entity_Switches,Phi-3 Mini,0.17761705078684265,0.7363761389029284,False,6,0.17761705078684265
Story_Entity_Switches,InternLM 1.8B,0.5778404796196568,0.22970963882069906,False,6,0.5778404796196568
Story_Emotional_Transitions,Human,-0.5186271013651673,0.2918079691556224,False,6,0.5186271013651673
Story_Emotional_Transitions,Llama 3.1 70B,-0.14097441197592864,0.7899392296013178,False,6,0.14097441197592864
Story_Emotional_Transitions,Qwen 2.5 32B,-0.11961829187933275,0.821428343483983,False,6,0.11961829187933275
Story_Emotional_Transitions,OLMo 13B,0.166201088395644,0.7529938372670445,False,6,0.166201088395644
Story_Emotional_Transitions,Mistral 7B,0.21239933394029137,0.6861920353290174,False,6,0.21239933394029137
Story_Emotional_Transitions,Phi-3 Mini,0.06600641350017407,0.9011341696596212,False,6,0.06600641350017407
Story_Emotional_Transitions,InternLM 1.8B,0.13161148999197783,0.803722624771268,False,6,0.13161148999197783
Question_Mental_State_Depth,Human,-0.03386534707598404,0.9492213988213349,False,6,0.03386534707598404
Question_Mental_State_Depth,Llama 3.1 70B,0.6717754912577596,0.14391696108132743,False,6,0.6717754912577596
Question_Mental_State_Depth,Qwen 2.5 32B,0.6521810953565627,0.16042776958283633,False,6,0.6521810953565627
Question_Mental_State_Depth,OLMo 13B,0.5640040843513009,0.24369889431087882,False,6,0.5640040843513009
Question_Mental_State_Depth,Mistral 7B,0.3820188445629691,0.45484734217004213,False,6,0.3820188445629691
Question_Mental_State_Depth,Phi-3 Mini,0.5323563012240188,0.276901296189577,False,6,0.5323563012240188
Question_Mental_State_Depth,InternLM 1.8B,0.3493744090824745,0.49726113938887384,False,6,0.3493744090824745
Question_Perspective_Shifts,Human,-0.020469499292850878,0.9693000394249327,False,6,0.020469499292850878
Question_Perspective_Shifts,Llama 3.1 70B,-0.13007586318627917,0.8059866294748403,False,6,0.13007586318627917
Question_Perspective_Shifts,Qwen 2.5 32B,-0.01007084633918666,0.9848942411936366,False,6,0.01007084633918666
Question_Perspective_Shifts,OLMo 13B,0.12178705304942733,0.8182225984658041,False,6,0.12178705304942733
Question_Perspective_Shifts,Mistral 7B,0.1345359031245142,0.799413689130562,False,6,0.1345359031245142
Question_Perspective_Shifts,Phi-3 Mini,0.05837997186180578,0.9125295281336754,False,6,0.05837997186180578
Question_Perspective_Shifts,InternLM 1.8B,-0.0905479551119623,0.8645492656033286,False,6,0.0905479551119623
